"Domain","AdminDisplayName","Selector1KeySize","Selector1CNAME","Selector1PublicKey","Selector2KeySize","Selector2CNAME","Selector2PublicKey","Enabled","IsDefault","HeaderCanonicalization","BodyCanonicalization","Algorithm","NumberOfBytesToSign","IncludeSignatureCreationTime","IncludeKeyExpiration","KeyCreationTime","LastChecked","RotateOnDate","SelectorBeforeRotateOnDate","SelectorAfterRotateOnDate","Status","Identity","Id","IsValid","ExchangeVersion","DirectoryObjectVersion","Name","DistinguishedName","ObjectCategory","ObjectClass","WhenChanged","WhenCreated","WhenChangedUTC","WhenCreatedUTC","ExchangeObjectId","OrganizationalUnitRoot","OrganizationId","Guid","OriginatingServer","ObjectState"
"387l8c.onmicrosoft.com","","2048","selector1-387l8c-onmicrosoft-com._domainkey.387l8c.onmicrosoft.com","v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAt8rqA3wEST6oPrXUeb7Z+u6jR2MH+pCXNurTcAw1pxyWW/oplz+6o3vnkw6x9JcTLqHvm684OHJEjUr4spUCD0Ke+jvvmTwLqC6/WBg6CM10nnOoRFdA9V089pJ4ABEoq2/NF4ty+s0HEDev4E0RTCkypfgEv7Sjnmj8t7Km/maPqUGWOu9X0ieXA6cQV11a1FoIQ5QyY3nbBSrBp0JMg8xZ9VRdte0CvLpab+0+LaDqHgDcLa6I7we3sao3IJeDy+RsY292ND/LDvg/WyJh0rt6AsGsZFaqsg3GFXHbuz3fYI7gDMQCL4Frk5R+Ja1cu3EQk9x6KjwECKD09qi4xQIDAQAB;","2048","selector2-387l8c-onmicrosoft-com._domainkey.387l8c.onmicrosoft.com","v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0CsUviSWuI5yK456TmQXw4Iv9i2VaXtyIJZJQX/a71UF9uV78V741qd8pgbTuPvpB0/UTgNRZd6Y9JGqYcRq+SQpBUGBHhKCPcpKoNeCJOXUr2QN5+UmbEpOv2Fv7iMIFNEJ8Y66YYk3pxkImi+/EE1OUWzR61Sm4pxJw3NMlg3tQ1F7YBIJy7+EudZ+U4aF1x3gq8AXzLMq3j3cKl5nKjjfDwDNwTeE1aiODVBzdkWNOMAS7p1h9rCKhiUToqwlYBdQKwpc5ArG19wlp6mXEem7GDsGRvObBQeebZ5TPJhF/B0c6dVWyNGXheLpy+6oi2C4rRUG+n3+vssfne4fBQIDAQAB;","False","True","Relaxed","Relaxed","RsaSHA256","All","True","False","2/21/2024 7:32:47 PM","2/21/2024 7:32:47 PM","2/21/2024 7:32:47 PM","selector2","selector1","Valid","387l8c.onmicrosoft.com","387l8c.onmicrosoft.com","True","0.20 (15.0.0.0)","0","387l8c.onmicrosoft.com","CN=387l8c.onmicrosoft.com,CN=Dkim Signing config,CN=Transport Settings,CN=Configuration,CN=387l8c.onmicrosoft.com,CN=ConfigurationUnits,DC=NAMP220A001,DC=PROD,DC=OUTLOOK,DC=COM","NAMP220A001.PROD.OUTLOOK.COM/Configuration/Schema/ms-Exch-Hosted-Content-Filter-Config","top msExchHostedContentFilterConfig","8/15/2024 1:47:16 AM","2/21/2024 1:32:48 PM","8/15/2024 6:47:16 AM","2/21/2024 7:32:48 PM","c9257379-0d17-4129-93f1-1b7a99b3af81","387l8c.onmicrosoft.com","NAMP220A001.PROD.OUTLOOK.COM/Microsoft Exchange Hosted Organizations/387l8c.onmicrosoft.com - NAMP220A001.PROD.OUTLOOK.COM/ConfigurationUnits/387l8c.onmicrosoft.com/Configuration","c9257379-0d17-4129-93f1-1b7a99b3af81","SA0P220A01DC001.NAMP220A001.PROD.OUTLOOK.COM","Unchanged"
